Date,Temperature,pH,Yeast Activity,Fermentation Rate,Quality_Status
6/3/2024,13.39,4.14,47.26,70.95,Bad
6/4/2024,21.47,4.54,44.81,67.74,Warning
6/5/2024,22.67,4.72,80.72,68.1,Warning
6/6/2024,21.61,4.51,78.17,95.66,Good
6/7/2024,25.81,4.64,83.44,56.03,Warning
6/8/2024,17.43,4.55,40.7,71.1,Warning
6/9/2024,21.49,3.56,74.63,52.19,Warning
6/10/2024,22.64,3.99,60.59,86.46,Warning
6/11/2024,25.88,4.71,81.55,71.5,Warning
6/12/2024,17.23,4.96,58.38,89.45,Warning
6/13/2024,27.57,4.37,89.35,92.88,Warning
6/14/2024,21.46,4.91,59.13,79.11,Warning
6/15/2024,27.22,3.67,82.34,84.42,Warning
6/16/2024,17.64,4.29,65.83,57.13,Warning
6/17/2024,20.77,4.89,49.27,51.27,Warning
6/18/2024,27.24,5.2,60.44,53.59,Warning
6/19/2024,15.27,4.1,80.63,80.29,Warning
6/20/2024,17.06,4.2,99.28,72.7,Warning
6/21/2024,18.76,4.71,69.14,51.38,Warning
6/22/2024,24.19,4.5,63.05,51.95,Warning
6/23/2024,21.65,4.31,49.6,51.17,Warning
6/24/2024,20.96,5.3,57.35,95,Warning
6/25/2024,24.79,4.33,76.18,91.34,Warning
6/26/2024,21.57,4.72,63.13,67.02,Warning
6/27/2024,17.22,4.57,73.22,77.09,Warning
6/28/2024,24.55,4.75,66.43,65.12,Warning
6/29/2024,18.85,4.19,43.46,67.12,Warning
6/30/2024,14.08,4.87,74.83,56.96,Bad
7/1/2024,30.3,4.04,69.33,70.09,Bad
7/2/2024,26.4,5.48,77.24,60.07,Warning
7/3/2024,20.14,4.45,68.53,77.15,Warning
7/4/2024,23.01,4.73,72,93.5,Good
7/5/2024,23.23,4.3,47.49,89.71,Warning
7/6/2024,24.49,4.32,96.64,57.44,Warning
7/7/2024,23.51,4.49,69,93.18,Warning
7/8/2024,14.91,5.13,57.15,60.16,Bad
7/9/2024,19.62,5.19,70.68,74.62,Warning
7/10/2024,26.22,4.61,98.84,70.38,Warning
7/11/2024,24.08,4.82,74.41,97.8,Warning
7/12/2024,21.21,4.42,91.24,71.96,Good
7/13/2024,24.37,3.03,77.6,96.32,Bad
7/14/2024,21.93,4.31,81.26,86.14,Good
7/15/2024,18.91,4.7,57.96,67.94,Warning
7/16/2024,19.49,4.93,52.64,97.87,Warning
7/17/2024,25.81,4.76,57.68,50.72,Warning
7/18/2024,24.9,4.76,84.43,57.14,Warning
7/19/2024,25.2,4.88,79.51,88.31,Warning
7/20/2024,23.41,5.04,45.32,74.38,Warning
7/21/2024,21.35,4.13,64.43,53.3,Warning
7/22/2024,18.83,4.35,88.49,97.38,Good
7/23/2024,14.43,4.61,44.61,75.03,Bad
7/24/2024,24.64,4.97,43.01,53.65,Warning
7/25/2024,15.57,4.12,53.94,64.05,Warning
7/26/2024,25.32,4.4,59.29,73.82,Warning
7/27/2024,24.54,3.88,98.74,80.17,Warning
7/28/2024,27.44,3.85,47.38,94.43,Warning
7/29/2024,9.92,4.59,75.15,81.24,Bad
7/30/2024,22.84,4.25,54.52,85.7,Warning
7/31/2024,23.91,4.75,73.15,76.01,Good
8/1/2024,23.57,4.25,56.28,74.83,Warning
8/2/2024,19.22,4.3,77.77,52.72,Warning
8/3/2024,18.71,5.06,40.01,75.56,Warning
8/4/2024,20.69,4.58,90.36,50.19,Warning
8/5/2024,25.3,4.07,58.98,55.09,Warning
8/6/2024,16.62,4.09,90.56,65.67,Warning
8/7/2024,23.05,4.6,66.03,95.5,Warning
8/8/2024,23.56,4.45,45.36,84.35,Warning
8/9/2024,12.24,4.43,77.96,85.19,Bad
8/10/2024,25.86,5.12,97.96,88.05,Warning
8/11/2024,22.35,4.6,57.88,55.27,Warning
8/12/2024,24.46,5.1,42.89,68,Warning
8/13/2024,22,4.8,65.96,72.88,Warning
8/14/2024,19.8,3.89,62.19,52.62,Warning
8/15/2024,20.19,5.23,89.33,92.52,Warning
8/16/2024,24.49,3.93,68.34,94.01,Warning
8/17/2024,24.68,3.96,76.47,64.77,Warning
8/18/2024,23.51,4.05,84.32,65.78,Warning
8/19/2024,17.24,5.32,82.79,59.96,Warning
8/20/2024,20.69,4.8,62.07,52.9,Warning
8/21/2024,22.16,4,56.06,91.77,Warning
8/22/2024,21.09,4,69.57,70.21,Warning
8/23/2024,31.65,4.89,40.6,73.2,Bad
8/24/2024,22.09,4.77,80.65,65.59,Warning
8/25/2024,24.86,4.86,71.28,98.8,Warning
8/26/2024,24.69,4.8,47.21,63.28,Warning
8/27/2024,22.41,5.27,60.89,68.59,Warning
8/28/2024,22.66,4.53,90.82,51.18,Warning
8/29/2024,22.69,4.62,86.82,72.9,Good
8/30/2024,15.6,4.09,43.94,61.41,Warning
8/31/2024,21.59,3.68,84.85,73.69,Warning
9/1/2024,22.08,4.62,97.77,53.78,Warning
9/2/2024,16.96,4.19,51.75,57.04,Warning
9/3/2024,27.13,4.78,74.7,57.35,Warning
9/4/2024,23.99,5.07,63.29,83.71,Warning
9/5/2024,18.76,3.87,95.05,64.53,Warning
9/6/2024,25.95,4.46,82.46,53.11,Warning
9/7/2024,18.66,5.54,48.06,97.9,Bad
9/8/2024,15.57,4.59,70.04,83.98,Warning
9/9/2024,21.24,4.32,88.42,72.98,Good
9/10/2024,13.15,5.27,42.63,58.29,Bad
9/11/2024,16.3,4.37,43,92.18,Warning
9/12/2024,20.28,4.79,97.64,59.85,Warning
9/13/2024,15.61,4.73,66.22,79.68,Warning
9/14/2024,22.76,4.17,98.87,59.51,Warning
9/15/2024,23.7,4.51,85.44,58.08,Warning
9/16/2024,29.22,4.4,54.84,82.03,Bad
9/17/2024,18.17,4.74,73.91,88.58,Good
9/18/2024,20.75,4.5,40.54,67.85,Warning
9/19/2024,17,4.8,59.3,92.4,Warning
9/20/2024,20.12,4.63,65.72,51.46,Warning
9/21/2024,30.4,4.38,47.11,64.44,Bad
9/22/2024,24.98,4.41,99.6,52.25,Warning
9/23/2024,19.4,5.16,63.55,87.71,Warning
9/24/2024,14.53,5,87.25,62.55,Bad
9/25/2024,14.12,4.95,79.4,62.02,Bad
9/26/2024,22.06,4.02,53.25,51.95,Warning
9/27/2024,20.37,4.84,97.03,79.08,Good
9/28/2024,29.91,3.72,71,87.94,Bad
9/29/2024,18.4,3.83,93.65,97.32,Warning
9/30/2024,21.24,4.96,86.82,73.82,Good
10/1/2024,16.2,4.49,75.47,59.31,Warning
10/2/2024,25.55,4.29,52.42,53.56,Warning
10/3/2024,11.58,4.6,88.65,91.79,Bad
10/4/2024,26.94,3.96,86.27,82.73,Warning
10/5/2024,14.89,4.66,65.51,51.88,Bad
10/6/2024,23.39,4.26,40,70.83,Warning
10/7/2024,19.3,4.52,98.38,61.31,Warning
10/8/2024,17.65,3.96,53.82,50.07,Warning
10/9/2024,24.72,3.93,84.51,92.42,Warning
10/10/2024,15.1,4.16,59.52,85.63,Warning
10/11/2024,20.14,4.73,62.26,95.1,Warning
10/12/2024,19.61,5.21,75.44,83.05,Warning
10/13/2024,22.34,4.1,82.56,58.37,Warning
10/14/2024,23.67,5.2,97.13,52.12,Warning
10/15/2024,24.6,3.75,57.79,85.72,Warning
10/16/2024,20.46,4.63,70.83,75.44,Good
10/17/2024,24.43,4.41,89.65,84.86,Warning
10/18/2024,20.72,5.4,95.26,84.73,Warning
10/19/2024,24.66,4.71,56.44,90.35,Warning
10/20/2024,19.77,3.95,60.14,98.93,Warning
10/21/2024,23.76,4.89,83.62,78.1,Good
10/22/2024,21.98,4.83,62.83,58.15,Warning
10/23/2024,24.78,4.92,63.06,51.26,Warning
10/24/2024,15.93,4.32,82.29,90.86,Warning
10/25/2024,24,4.52,43.1,75.24,Warning
10/26/2024,24.8,4.71,50.76,90,Warning
10/27/2024,13.39,5.05,47.9,93.26,Bad
10/28/2024,20.08,4.07,57.4,93.57,Warning
10/29/2024,26.24,4.81,55.03,81.24,Warning
10/30/2024,26.85,4.63,94.37,50.61,Warning
10/31/2024,20.52,4.57,72.93,64.38,Warning
11/1/2024,17.88,3.82,77.28,66.7,Warning
11/2/2024,19.48,5.27,44.1,89.19,Warning
11/3/2024,19.86,3.65,81.13,66.62,Warning
11/4/2024,21.38,4.23,96.67,82.09,Good
11/5/2024,26.47,5.22,51.94,70.92,Warning
11/6/2024,20.35,4.63,56.67,63.82,Warning
11/7/2024,23.38,4.48,44.05,75.94,Warning
11/8/2024,21.08,4.04,84.27,85.23,Good
11/9/2024,14.62,4.04,63.86,63.21,Bad
11/10/2024,21.67,3.78,56.11,64.37,Warning
11/11/2024,22.83,4.53,76.22,53.85,Warning
11/12/2024,19.81,4.36,75.94,81.18,Good
11/13/2024,16.8,4.91,40.91,98.25,Warning
11/14/2024,25.25,3.93,82.4,80.5,Warning
11/15/2024,17.51,4.04,75.86,93.3,Warning
11/16/2024,24.21,4.67,52.16,79.38,Warning
11/17/2024,26.19,5.08,64.49,50.77,Warning
11/18/2024,15.88,4.76,67.02,97.88,Warning
11/19/2024,26.5,4.33,51.31,83.62,Warning
11/20/2024,21.91,4.41,45.56,87.42,Warning
11/21/2024,21.47,4.91,55.52,71.72,Warning
11/22/2024,29,5.19,78.26,62.1,Bad
11/23/2024,19.99,4.63,51.96,93.87,Warning
11/24/2024,18.86,4.15,56.25,62.38,Warning
11/25/2024,21.73,4.14,83.96,80.34,Good
11/26/2024,19.68,4.62,97.09,91.92,Good
11/27/2024,24,4.74,95.96,77.21,Good
11/28/2024,23.93,3.88,84.57,86.9,Warning
11/29/2024,18.95,4.52,62.27,96.04,Warning
11/30/2024,26.29,5.68,56.13,68.42,Bad
12/1/2024,23.22,4.86,87.24,72.72,Good
12/2/2024,16.65,4.85,82.33,71.38,Warning
12/3/2024,29.97,4.12,96.18,53.2,Bad
12/4/2024,19.8,4.93,66.64,51.1,Warning
12/5/2024,22.1,3.54,43.37,74.55,Warning
12/6/2024,20.03,5.22,79.31,63.01,Warning
12/7/2024,20.88,4.36,44.23,59.28,Warning
12/8/2024,25.16,4.67,88.85,84.26,Warning
12/9/2024,20.67,4.19,58.59,62.5,Warning
12/10/2024,33.8,5.12,61.41,67.69,Bad
12/11/2024,23.93,4.77,58.47,95.69,Warning
12/12/2024,21.5,4.66,61.27,75.28,Warning
12/13/2024,21.08,4.07,73.2,75.16,Good
12/14/2024,23.47,4.34,80.62,91.9,Good
12/15/2024,23.68,4.8,66.35,80.53,Warning
12/16/2024,23.89,4.04,50.76,84.7,Warning
12/17/2024,20.33,4.35,49.92,50.1,Warning
12/18/2024,25.9,4.96,70.9,58.07,Warning
12/19/2024,19.16,3.87,46.32,61.12,Warning
12/20/2024,31.71,4.72,54.72,52.89,Bad
12/21/2024,16.49,4.22,53.17,97.99,Warning
12/22/2024,26.09,5.54,64.95,71.45,Bad
12/23/2024,29.48,4.69,82.13,58.58,Bad
12/24/2024,11.46,4.5,92.23,81.57,Bad
12/25/2024,17.94,4.54,76.34,55.86,Warning
12/26/2024,18.42,4.3,81.52,60.31,Warning
12/27/2024,25.43,4.38,52.26,75.39,Warning
12/28/2024,20.8,4.47,87.57,53.45,Warning
12/29/2024,32.48,3.94,77.71,84.43,Bad
12/30/2024,23.12,5.38,90.17,91.07,Warning
12/31/2024,21.79,5.11,60.02,89.58,Warning
1/1/2025,16.72,4.4,91.3,94.13,Warning
1/2/2025,18.8,4.47,63.27,90.18,Warning
1/3/2025,21.83,4.53,44.02,93.87,Warning
1/4/2025,25.39,3.38,98.08,53.33,Bad
1/5/2025,19.57,4.61,62.53,90.19,Warning
1/6/2025,14.49,4.81,53.21,67.53,Bad
1/7/2025,19.5,4.41,62.17,73.21,Warning
1/8/2025,25.59,5.14,82.53,50.42,Warning
1/9/2025,24.61,3.93,69.04,50.27,Warning
1/10/2025,24.4,4.83,72.91,53.32,Warning
1/11/2025,23.83,5.23,86.92,87.59,Warning
1/12/2025,22.34,5.21,48.42,83.56,Warning
1/13/2025,27.61,4.85,50.19,59.75,Warning
1/14/2025,23.19,4.73,94.49,87.94,Good
1/15/2025,28.8,5.04,93.35,78.94,Bad
1/16/2025,17.87,4.7,68.44,85.82,Warning
1/17/2025,18.61,4.17,58.83,62.08,Warning
1/18/2025,20.52,3.8,94.47,75.35,Warning
1/19/2025,18.37,5.26,89.31,82.98,Warning
1/20/2025,19.37,4.93,81.54,63.2,Warning
1/21/2025,22.69,4.78,59.47,63.48,Warning
1/22/2025,24.39,4.03,53.12,79.77,Warning
1/23/2025,25.39,3.88,88.9,88.9,Warning
1/24/2025,19.21,4.79,45.3,84.95,Warning
1/25/2025,17.97,3.52,41.87,62.98,Warning
1/26/2025,23.4,3.72,42.34,83.34,Warning
1/27/2025,24.72,4.35,93.29,66.26,Warning
1/28/2025,23.34,4.66,54.94,78.84,Warning
1/29/2025,25.03,4.81,91.48,99.88,Warning
1/30/2025,17.93,4.38,41.35,68.02,Warning
1/31/2025,23.34,5.22,58.77,82.72,Warning
2/1/2025,24.49,5.16,85.74,51.95,Warning
2/2/2025,23.55,5.05,73.8,81.23,Warning
2/3/2025,23,5.02,74.86,99.53,Warning
2/4/2025,20.59,5.28,82.44,69.46,Warning
2/5/2025,24,3.8,95.69,96.46,Warning
2/6/2025,23.47,3.45,52.7,99.78,Bad
2/7/2025,24.5,4.94,75.59,52.67,Warning
2/8/2025,29.82,4.25,80.65,68.66,Bad
2/9/2025,29.85,4.5,81.83,82.43,Bad
2/10/2025,19.03,4.26,78.16,79.97,Good
2/11/2025,24.25,4.06,67.31,83.39,Warning
2/12/2025,20.66,4.67,41.15,88.96,Warning
2/13/2025,28.22,4.93,90.29,90.14,Bad
2/14/2025,22.17,4.78,69.31,70.09,Warning
2/15/2025,22.97,3.92,56.62,96.07,Warning
2/16/2025,29.02,5.29,61.3,52.6,Bad
2/17/2025,21.7,4.27,45.07,80.34,Warning
2/18/2025,17.48,4.81,91.78,94.3,Warning
2/19/2025,24.52,4.1,57.19,90.13,Warning
2/20/2025,23.01,4.91,98.4,73.25,Good
2/21/2025,19.93,4.4,98.52,90.85,Good
2/22/2025,21.18,4.13,44.26,60.54,Warning
2/23/2025,21.29,3.73,56.11,55.05,Warning
2/24/2025,20.98,4.38,98.38,87.96,Good
2/25/2025,21.75,4.74,56.7,89.91,Warning
2/26/2025,17.19,3.98,53.95,56.48,Warning
2/27/2025,18.92,3.85,80.44,53.13,Warning
2/28/2025,24.38,4.22,48.82,67.13,Warning
3/1/2025,21.87,4.08,58.15,78.17,Warning
3/2/2025,20.56,4.65,74.84,75.28,Good
3/3/2025,23.4,4,56.42,74.39,Warning
3/4/2025,21.68,4.08,58.39,91.12,Warning
3/5/2025,21.53,4.18,67.51,86.25,Warning
3/6/2025,29.33,4.91,86.62,93.11,Bad
3/7/2025,23.58,3.54,90.41,99.47,Warning
3/8/2025,20.88,4.92,51.71,74.47,Warning
3/9/2025,21.79,5.35,68.99,91.91,Warning
3/10/2025,25.81,4.32,64.41,66.41,Warning
3/11/2025,28.25,4.36,47.56,59.82,Bad
3/12/2025,29.62,5.31,69.38,82.24,Bad
3/13/2025,23.18,3.74,62.33,83.08,Warning
3/14/2025,22.87,3.95,51.12,63.93,Warning
3/15/2025,19.57,4.23,89.54,64.29,Warning
3/16/2025,17.58,4.61,62.47,89.89,Warning
3/17/2025,19.13,4.38,73.41,92.26,Good
3/18/2025,19.88,4.74,80.37,61.03,Warning
3/19/2025,23.63,4.35,54.98,63.16,Warning
3/20/2025,24.14,5.11,85.02,57.6,Warning
3/21/2025,13.65,4.21,45.63,74.31,Bad
3/22/2025,18.25,4.17,54.29,95.42,Warning
3/23/2025,13.05,3.44,85.63,57.72,Bad
3/24/2025,11.01,4.25,75.81,99.98,Bad
3/25/2025,19.9,5.19,89.65,58.54,Warning
3/26/2025,22.57,3.43,76.91,95.53,Bad
3/27/2025,24.03,6.46,43.01,51.75,Bad
3/28/2025,13.66,5.36,90.35,58.03,Bad
3/29/2025,21.82,4.29,54.25,52.48,Warning
3/30/2025,19.72,4.66,76.5,64.05,Warning
3/31/2025,20.34,3.93,88.09,69.6,Warning
4/1/2025,19.86,4.68,86.37,61.85,Warning
4/2/2025,24.74,5.42,95.75,69.37,Warning
4/3/2025,22.39,5.15,86.51,61.72,Warning
4/4/2025,21.22,4.47,97.69,83.39,Good
4/5/2025,21.54,4.61,76.69,83.92,Good
4/6/2025,25.48,4.27,96.83,94.24,Warning
4/7/2025,18.44,4.98,56.9,98.17,Warning
4/8/2025,25.5,5.24,99.41,65.59,Warning
4/9/2025,19.58,4.39,66.57,63.05,Warning
4/10/2025,25.99,4.27,96.13,59.29,Warning
4/11/2025,24.56,4.4,43.71,54.62,Warning
4/12/2025,23.3,3.93,49.03,98.4,Warning
4/13/2025,22.34,3,54.8,73.55,Bad
4/14/2025,26.82,4.89,85.23,78.89,Warning
4/15/2025,18.2,5.37,64.14,94.23,Warning
4/16/2025,26.54,3.95,56.3,59.53,Warning
4/17/2025,19.88,3.97,65.8,91.55,Warning
4/18/2025,23.41,4.21,71.89,64.4,Warning
4/19/2025,14.35,4.47,75.76,71.69,Bad
4/20/2025,25.65,4.55,60.64,86.65,Warning
4/21/2025,24.17,4.6,89.26,78.33,Warning
4/22/2025,24.93,4.64,63.97,66.34,Warning
4/23/2025,21.51,4.55,74.61,73.2,Good
4/24/2025,28.07,4.8,41.95,82.94,Bad
4/25/2025,18.19,4.54,50.35,78.4,Warning
4/26/2025,23.34,4.42,89.12,99.18,Good
4/27/2025,14.37,4.07,43.02,52.64,Bad
4/28/2025,20.35,5.44,53.59,80.7,Warning
4/29/2025,23.94,3.73,61.55,91.18,Warning
4/30/2025,21.63,5.16,61.05,68.13,Warning
5/1/2025,19.67,5.02,52.54,54.23,Warning
5/2/2025,15.92,3.08,90.45,61.06,Bad
5/3/2025,26.8,4.27,89.42,69.23,Warning
5/4/2025,14.52,4.31,95.95,55.93,Bad
5/5/2025,22.76,4.72,71.89,51.63,Warning
5/6/2025,12.05,4.17,49.67,82.82,Bad
5/7/2025,22.24,4.72,82.89,53.42,Warning
5/8/2025,18.15,4.4,76.77,96.92,Good
5/9/2025,19.65,4.61,61.28,77.53,Warning
5/10/2025,26.64,4.33,88.88,80.59,Warning
5/11/2025,16.51,4.15,46.35,67.74,Warning
5/12/2025,28.94,4.07,79.49,53.51,Bad
5/13/2025,17.19,4.3,49.41,91.37,Warning
5/14/2025,21.63,4.24,50.09,93.97,Warning
5/15/2025,15.94,4.66,70.15,86.57,Warning
5/16/2025,22.9,4.85,77.79,70.16,Good
5/17/2025,22.81,5.32,80.65,71.42,Warning
5/18/2025,25.1,4.78,48.79,91.65,Warning
5/19/2025,26.8,4.57,65.88,68.95,Warning
5/20/2025,21.26,4.65,90.65,74.2,Good
5/21/2025,14.2,4.57,74.38,66.26,Bad
5/22/2025,21.62,4.71,83.7,67.29,Warning
5/23/2025,26.17,4.79,96.81,70.01,Warning
5/24/2025,19.17,4.93,99.42,51.29,Warning
5/25/2025,28.6,5.04,81.28,56.02,Bad
5/26/2025,16.83,4.79,58.43,77.32,Warning
5/27/2025,17.35,4.36,50.26,70.91,Warning
5/28/2025,23.56,4.63,45.05,69.66,Warning
5/29/2025,26.19,5.33,49.78,61.69,Warning
5/30/2025,23.96,4.32,95.59,70.98,Good
5/31/2025,14.36,5.16,41.72,79.16,Bad
6/1/2025,21.64,4.48,75.3,69.88,Warning
6/2/2025,22.17,4.72,56.51,85.47,Warning
6/3/2025,23.89,4.37,62.48,77.49,Warning
6/4/2025,21.6,4.2,89.94,90.28,Good
6/5/2025,19.17,4.14,89.04,96.52,Good
6/6/2025,21.56,4.05,60.25,93.53,Warning
6/7/2025,10.37,4.31,60.06,69.73,Bad
6/8/2025,17.05,4.55,74.32,90.27,Warning
6/9/2025,19.57,4.73,48.95,63.41,Warning
6/10/2025,17.38,3.62,80.78,52.83,Warning
6/11/2025,21.61,4.29,81.83,59.67,Warning
6/12/2025,16.73,4.89,93.17,94.78,Warning
6/13/2025,17.99,4.12,64.68,62.03,Warning
6/14/2025,25.9,4.76,80.39,91.22,Warning
6/15/2025,17.59,4.33,84.28,68.02,Warning
6/16/2025,17.21,4.95,44.87,99.63,Warning
6/17/2025,25.57,5.41,91.97,64.47,Warning
6/18/2025,31.13,4.19,64.67,71.37,Bad
6/19/2025,24.85,3.56,91.03,60.08,Warning
6/20/2025,22.74,4.71,89.4,77.81,Good
6/21/2025,18.19,4.16,85.92,62.65,Warning
6/22/2025,25.6,4.73,59.46,83.82,Warning
6/23/2025,28.67,5.26,80.95,78.77,Bad
6/24/2025,15.37,4.24,86.11,61.31,Warning
6/25/2025,17.8,4.88,77.52,87.35,Warning
6/26/2025,23.14,4.01,90.97,52.25,Warning
6/27/2025,18.61,5.12,68.71,96.44,Warning
6/28/2025,20.33,3.49,40.82,54.08,Bad
6/29/2025,17.72,5.46,72.89,58.73,Warning
6/30/2025,26.03,3.87,97.92,52.52,Warning
7/1/2025,22.74,4.97,73.84,75.01,Good
7/2/2025,15.33,5.03,95.04,70.33,Warning
7/3/2025,23.77,4.13,57.6,76.27,Warning
7/4/2025,24.41,4.65,87.53,83.82,Warning
7/5/2025,23.47,4.57,57.75,50.06,Warning
7/6/2025,18.48,4.14,79.71,81.69,Good
7/7/2025,21.05,4.52,83.73,66.18,Warning
7/8/2025,24.66,5.47,60.56,56.73,Warning
7/9/2025,22.93,4.82,46.21,70.1,Warning
7/10/2025,25.53,4.86,47.09,50,Warning
7/11/2025,18.33,5.18,55.27,50.64,Warning
7/12/2025,26.68,4.57,97.46,78.29,Warning
7/13/2025,18.55,4.52,72.93,69,Warning
7/14/2025,15.75,5.25,54.42,54.75,Warning
7/15/2025,19.49,4.36,50.61,99.37,Warning
7/16/2025,27.67,3.26,92.42,99.78,Bad
7/17/2025,27.11,4.67,59.62,65.29,Warning
7/18/2025,28.71,4.03,80.93,65.76,Bad
7/19/2025,23.35,4.03,47.7,78.92,Warning
7/20/2025,26.4,5.03,85.21,93.64,Warning
7/21/2025,29.04,4.5,77.15,59.33,Bad
7/22/2025,30.34,3.99,91,59.81,Bad
7/23/2025,21.78,4.01,75.13,77.07,Good
7/24/2025,22.78,4.05,72.66,61.69,Warning
7/25/2025,26.42,4.74,42.49,74.91,Warning
7/26/2025,17.63,4.92,58.47,80.68,Warning
7/27/2025,28.36,4.79,61.89,82.05,Bad
7/28/2025,16.54,4.43,82.1,77.82,Warning
7/29/2025,24.82,4.38,41.26,65.79,Warning
7/30/2025,17.89,5.12,80.54,69.8,Warning
7/31/2025,20.86,5.3,64.74,96.74,Warning
8/1/2025,19.92,4.33,75.07,98.47,Good
8/2/2025,19.62,4.42,60.36,75.3,Warning
8/3/2025,23.83,4.01,99.86,72.59,Good
8/4/2025,17.39,3.66,46.91,94.16,Warning
8/5/2025,14.82,3.82,79.58,72.1,Bad
8/6/2025,19.9,4.59,88.82,97.03,Good
8/7/2025,23.6,4.57,49.09,73.87,Warning
8/8/2025,27.8,5.4,64.09,66.9,Warning
8/9/2025,20.88,4.02,49.76,86.72,Warning
8/10/2025,30.66,5.1,92.31,78.85,Bad
8/11/2025,26.42,4.22,72.42,53.96,Warning
8/12/2025,25.45,4.57,63.78,64.82,Warning
8/13/2025,21.7,4.46,65.97,79.78,Warning
8/14/2025,24.02,5.24,89.71,54.01,Warning
8/15/2025,31.09,4.3,89.72,89.17,Bad
8/16/2025,22.78,4.45,47.46,93.76,Warning
8/17/2025,23.74,3.23,74.84,96.8,Bad
8/18/2025,21.11,5.52,88.58,97.53,Bad
8/19/2025,19.3,4.3,66.39,82.2,Warning
8/20/2025,19.8,4.43,75.97,95.12,Good
8/21/2025,16.83,4.23,66.55,52.42,Warning
8/22/2025,23.7,4.71,75.28,67.66,Warning
8/23/2025,23.01,5.19,89.56,81.57,Warning
8/24/2025,23.87,5.17,64.85,97.9,Warning
8/25/2025,31.09,4.94,53.23,81.28,Bad
8/26/2025,16.85,4.65,43.58,80.22,Warning
8/27/2025,22.56,5.29,53.61,83.33,Warning
8/28/2025,21.55,4.1,49.8,59.22,Warning
8/29/2025,20.09,3.87,43.07,69.89,Warning
8/30/2025,10.28,5.53,62.97,91.96,Bad
8/31/2025,22.08,3.91,43.72,53.56,Warning
9/1/2025,28.78,5.45,92.68,77.89,Bad
9/2/2025,22.7,3.83,78.73,52.28,Warning
9/3/2025,20.18,4.39,50.19,56.35,Warning
9/4/2025,22.21,3.97,54.75,67.91,Warning
9/5/2025,25.91,3.45,44.61,50.21,Bad
9/6/2025,26.61,5.19,64.65,74.48,Warning
9/7/2025,20.55,4.47,60.12,58.85,Warning
9/8/2025,28.12,4.83,58.92,69.66,Bad
9/9/2025,20.69,4.39,50.74,89.88,Warning
9/10/2025,24.05,5.47,68.51,96.12,Warning
9/11/2025,21.27,4.32,61,89.12,Warning
9/12/2025,22.18,4.53,53.48,69.97,Warning
9/13/2025,23.29,4.47,50.85,89.96,Warning
9/14/2025,26.88,4.06,65.2,78.92,Warning
9/15/2025,23.74,4.74,91.99,52.98,Warning
9/16/2025,18.82,4.71,64.95,77.43,Warning
9/17/2025,24.01,3.25,99.79,56.76,Bad
9/18/2025,18.14,5.31,47.98,57.94,Warning
9/19/2025,19.67,3.91,80.15,74.19,Warning
9/20/2025,14.67,3.97,75.63,78.78,Bad
9/21/2025,21.59,3.88,73.21,78.51,Warning
9/22/2025,24.72,4.09,41.51,67.74,Warning
9/23/2025,23.32,5.23,55.67,84.75,Warning
9/24/2025,27.51,4.66,84.1,80.51,Warning
9/25/2025,17.55,4.48,55.68,70.95,Warning
9/26/2025,23.39,5.76,57.29,50.32,Bad
9/27/2025,14.64,4.48,84.08,51.2,Bad
9/28/2025,24.56,4.56,50.46,73.58,Warning
9/29/2025,22.93,4.12,73.03,70.37,Good
9/30/2025,25.83,4.53,51.78,51.13,Warning
10/1/2025,22.92,5.04,93.44,79.85,Warning
10/2/2025,20.81,5.16,84.99,95.65,Warning
10/3/2025,16.92,4.64,56.13,59.93,Warning
10/4/2025,18.74,3.97,73.31,79.4,Warning
10/5/2025,29.68,3.89,44.89,54.39,Bad
10/6/2025,22.29,3.85,52.84,64.16,Warning
10/7/2025,26.96,4.3,40.83,82.47,Warning
10/8/2025,26.27,4.8,95.97,51.01,Warning
10/9/2025,31.21,3.76,79.78,83.95,Bad
10/10/2025,18.11,5,92.79,52.46,Warning
10/11/2025,23.34,4.39,55.37,61.03,Warning
10/12/2025,30.2,4.5,54.34,87.9,Bad
10/13/2025,18.88,5.04,64.64,60.48,Warning
10/14/2025,22.14,4.56,96.07,65.17,Warning
10/15/2025,24.77,4.87,81.5,98.28,Warning
10/16/2025,18.06,4.36,80.3,86.47,Good
10/17/2025,16.51,4.68,70.27,65.61,Warning
10/18/2025,29.59,4.03,84.71,61.61,Bad
10/19/2025,15.83,4.18,51.92,89.17,Warning
10/20/2025,21.06,4.87,85.08,94.85,Good
10/21/2025,20.64,4.69,97.38,68.83,Warning
10/22/2025,20.01,4.41,69.17,55.45,Warning
10/23/2025,18.76,3.94,88.53,93.77,Warning
10/24/2025,25.13,4.28,91.43,88.23,Warning
10/25/2025,23.78,4.09,96.7,84.13,Good
10/26/2025,22.03,3.46,78.74,75.53,Bad
10/27/2025,20.56,4.14,88.14,93.07,Good
10/28/2025,26.77,3.87,85.11,90.6,Warning
10/29/2025,21.43,4.67,91.51,56.58,Warning
10/30/2025,26.12,4.94,80.66,62.62,Warning
10/31/2025,21.74,4.54,43.22,85.87,Warning
11/1/2025,26.77,4.46,63,58.41,Warning
11/2/2025,22.71,5.11,51.35,86.02,Warning
11/3/2025,31.94,4.63,67.65,91.44,Bad
11/4/2025,24.13,4.92,46.32,91.94,Warning
11/5/2025,26.87,5.03,61.78,93.96,Warning
